payment_id,permit_id,citizen_id,amount_php,payment_method,status,transaction_date,reference_number
PAY-2026-DE9B1449,PERMIT-2026-0B6011B1,CIT-000384,7993.92,Debit Card,Failed,2025-12-16T14:32:30,REF6742336293449
PAY-2026-11A1C314,PERMIT-2026-22DD8813,CIT-000110,7699.83,Over-the-Counter,Completed,2026-01-14T00:28:59,REF7347156627768
PAY-2026-4E07EADB,PERMIT-2026-C51A0A70,CIT-000140,6078.71,Maya,Completed,2025-10-21T19:46:14,REF9627066149828
PAY-2026-F41BAE1C,PERMIT-2026-DBBADA84,CIT-000463,7804.16,Over-the-Counter,Completed,2025-09-26T07:41:15,REF2467474689715
PAY-2026-9BFF358E,PERMIT-2026-50C5F7AD,CIT-000241,928.67,GCash,Completed,2026-03-10T20:33:55,REF2732300857666
PAY-2026-9DAF5484,PERMIT-2026-EB49B787,CIT-000133,5311.13,Over-the-Counter,Pending,2026-05-05T00:45:17,REF5674916016923
PAY-2026-9C8F7A6B,PERMIT-2026-C3F82137,CIT-000366,3343.08,Bank Transfer,Completed,2026-01-14T05:15:11,REF6458750663370
PAY-2026-DE6AF788,PERMIT-2026-71B6948E,CIT-000049,5423.04,Credit Card,Completed,2026-05-14T14:49:57,REF5024972439920
PAY-2026-F20316C5,PERMIT-2026-B48991F9,CIT-000005,1768.47,Maya,Completed,2026-04-13T19:23:41,REF1166918362644
PAY-2026-FA3127C4,PERMIT-2026-24D40546,CIT-000318,5654.8,Credit Card,Completed,2026-04-16T19:27:34,REF8869461195243
PAY-2026-33938A49,PERMIT-2026-31C12753,CIT-000053,343.23,Over-the-Counter,Pending,2026-02-20T00:56:31,REF6402701168646
PAY-2026-8F065465,PERMIT-2026-4388A703,CIT-000308,7892.11,GCash,Completed,2025-10-15T07:46:30,REF2252237281793
PAY-2026-00664BE8,PERMIT-2026-46CECD7D,CIT-000497,7619.95,GCash,Completed,2026-03-26T16:53:09,REF2302346791214
PAY-2026-385AE6B2,PERMIT-2026-D5C6A240,CIT-000234,3413.18,Debit Card,Completed,2025-11-01T13:21:27,REF1614150937710
PAY-2026-2DB1623A,PERMIT-2026-3DE0242F,CIT-000493,4212.42,Bank Transfer,Completed,2026-06-17T00:08:00,REF0409013806984
PAY-2026-10500589,PERMIT-2026-2D93E424,CIT-000385,7579.11,Bank Transfer,Pending,2025-11-28T03:50:39,REF7759655553566
PAY-2026-2ADAAB46,PERMIT-2026-808079FA,CIT-000310,2644.6,Maya,Completed,2025-12-01T19:43:36,REF9055107620918
PAY-2026-20DB5B4C,PERMIT-2026-48018D6B,CIT-000270,8298.9,Credit Card,Completed,2026-04-21T10:23:35,REF4357978630505
PAY-2026-F19EA993,PERMIT-2026-06B6A4FE,CIT-000182,4506.6,Credit Card,Pending,2026-05-31T22:59:56,REF0573976915671
PAY-2026-09DD6E03,PERMIT-2026-6E034384,CIT-000034,396.79,GCash,Completed,2026-01-21T03:43:55,REF6493289802714
PAY-2026-76F5790C,PERMIT-2026-EB49B787,CIT-000133,7388.4,GCash,Pending,2026-05-05T12:45:17,REF8727178333211
PAY-2026-614BF413,PERMIT-2026-B1B8A53F,CIT-000042,1307.02,GCash,Completed,2025-12-03T05:41:57,REF6025643471287
PAY-2026-729A41A1,PERMIT-2026-1EDA4439,CIT-000023,2435.12,Maya,Failed,2025-09-24T13:40:35,REF1539915668633
PAY-2026-813CA54A,PERMIT-2026-C93D5EF7,CIT-000207,4755.0,Credit Card,Completed,2026-01-02T19:11:06,REF4141115931952
PAY-2026-08642BFB,PERMIT-2026-EF57C2F1,CIT-000002,4430.68,Debit Card,Pending,2026-01-08T06:00:47,REF5690409836655
PAY-2026-2EDCA80F,PERMIT-2026-837463DD,CIT-000353,1802.27,Bank Transfer,Completed,2025-11-05T08:05:50,REF2899316087524
PAY-2026-7DA61942,PERMIT-2026-014B7CD2,CIT-000257,5023.46,Over-the-Counter,Completed,2026-05-30T18:11:45,REF3772942095481
PAY-2026-A0123627,PERMIT-2026-0B4D0126,CIT-000442,4223.4,Debit Card,Completed,2025-12-04T03:40:00,REF4973746052330
PAY-2026-BF54657C,PERMIT-2026-1353B056,CIT-000481,5351.31,Over-the-Counter,Completed,2025-10-25T10:35:33,REF2764208656756
PAY-2026-F3B55BAA,PERMIT-2026-6F8C4950,CIT-000457,3096.84,Bank Transfer,Completed,2026-01-24T10:31:39,REF6184438612590
PAY-2026-EC5A3AD0,PERMIT-2026-BF5CBCA0,CIT-000473,7576.9,Over-the-Counter,Completed,2026-02-03T20:47:04,REF4729277423330
PAY-2026-DDD269AF,PERMIT-2026-88E89FBC,CIT-000063,5192.42,Bank Transfer,Failed,2025-09-22T02:56:34,REF5912662015720
PAY-2026-73FB75E8,PERMIT-2026-9EC33E17,CIT-000449,400.0,Maya,Completed,2025-12-08T14:30:54,REF1859626301367
PAY-2026-5A8B3A3B,PERMIT-2026-0B6011B1,CIT-000384,3137.17,GCash,Completed,2025-12-16T17:32:30,REF4926176475011
PAY-2026-471F5321,PERMIT-2026-42D6288F,CIT-000064,1361.08,Credit Card,Completed,2026-02-21T09:23:18,REF1178309997419
PAY-2026-37DE30C3,PERMIT-2026-97B35421,CIT-000273,241.02,Credit Card,Completed,2025-12-31T02:09:26,REF2676492151826
PAY-2026-CDA7DE8B,PERMIT-2026-BDE4A441,CIT-000408,4839.7,Debit Card,Completed,2026-06-02T18:05:09,REF0688871898131
PAY-2026-398B129D,PERMIT-2026-48CAF9B0,CIT-000399,1965.82,Over-the-Counter,Completed,2025-10-04T06:17:27,REF2920875102932
PAY-2026-6765DC6E,PERMIT-2026-45248F51,CIT-000424,7603.74,Debit Card,Completed,2025-11-13T21:40:30,REF1840118458260
PAY-2026-886279D0,PERMIT-2026-F4917AEA,CIT-000414,6941.84,Maya,Completed,2026-02-13T20:06:01,REF3408487297585
PAY-2026-C04E3A41,PERMIT-2026-171124C5,CIT-000391,540.71,Credit Card,Completed,2026-05-21T16:07:48,REF9883103032432
PAY-2026-57E0FD4F,PERMIT-2026-515C6F9C,CIT-000020,1579.02,Credit Card,Completed,2026-01-01T04:24:48,REF9839542961844
PAY-2026-1F4603BA,PERMIT-2026-902B7981,CIT-000416,327.59,GCash,Completed,2025-11-20T17:58:35,REF6267146283143
PAY-2026-EADDD1AA,PERMIT-2026-A611ABB8,CIT-000454,2524.45,Debit Card,Completed,2025-12-06T05:25:17,REF5989262566093
PAY-2026-9D7928E6,PERMIT-2026-E839833A,CIT-000351,5533.88,GCash,Completed,2026-03-04T09:48:19,REF1418186151554
PAY-2026-EC198807,PERMIT-2026-BE158009,CIT-000378,2663.34,Credit Card,Completed,2025-09-13T11:29:07,REF2340163611284
PAY-2026-76F62FC7,PERMIT-2026-AE0728C2,CIT-000227,4796.36,Credit Card,Completed,2025-12-08T14:35:58,REF9718594849102
PAY-2026-E216FE14,PERMIT-2026-15A13F2E,CIT-000380,2642.01,Debit Card,Completed,2026-04-14T14:17:21,REF5625889679240
PAY-2026-E8589FAF,PERMIT-2026-E495DB61,CIT-000483,7979.83,GCash,Completed,2025-09-18T05:11:06,REF8222694053967
PAY-2026-3CF20504,PERMIT-2026-15A13F2E,CIT-000380,1308.43,Credit Card,Pending,2026-04-13T13:17:21,REF2757844683414
PAY-2026-8DEB7DCD,PERMIT-2026-3270596A,CIT-000215,1571.1,Maya,Completed,2026-03-12T06:14:32,REF6511131290148
PAY-2026-55D47345,PERMIT-2026-2171BC80,CIT-000363,8412.87,Bank Transfer,Pending,2025-10-27T22:10:41,REF7068277881609
PAY-2026-B2914C8B,PERMIT-2026-DDD2D167,CIT-000344,1075.21,Credit Card,Completed,2025-10-04T04:24:03,REF3068538909728
PAY-2026-F69D126A,PERMIT-2026-516AA3F9,CIT-000173,5266.47,Debit Card,Completed,2026-06-28T12:04:24,REF3215285067625
PAY-2026-03A89C21,PERMIT-2026-26159AEA,CIT-000480,5021.83,GCash,Completed,2025-10-16T12:42:50,REF1538144744309
PAY-2026-D6191EB0,PERMIT-2026-E6D5A9D0,CIT-000038,7563.12,Debit Card,Completed,2025-11-05T10:08:41,REF6348079705097
PAY-2026-FD8FDFF4,PERMIT-2026-B95F40BF,CIT-000145,4555.37,Over-the-Counter,Completed,2026-06-06T17:41:23,REF5451052650167
PAY-2026-F8623F20,PERMIT-2026-423B108C,CIT-000517,2837.96,Bank Transfer,Completed,2025-09-21T11:02:56,REF3188261702437
PAY-2026-5BF91167,PERMIT-2026-77DCFBDE,CIT-000172,6547.79,Bank Transfer,Completed,2025-12-25T07:35:46,REF6545628417722
PAY-2026-06696898,PERMIT-2026-B811B256,CIT-000469,5553.57,Maya,Completed,2025-10-14T01:56:01,REF5605313402665
PAY-2026-E623841A,PERMIT-2026-45248F51,CIT-000424,653.23,GCash,Completed,2025-11-13T16:40:30,REF0237416787256
PAY-2026-D231B951,PERMIT-2026-B941CFC7,CIT-000210,1719.11,GCash,Completed,2025-12-10T04:43:38,REF8621102258030
PAY-2026-818027AB,PERMIT-2026-B3035DCC,CIT-000001,6500.07,Credit Card,Completed,2025-12-14T16:49:35,REF5690674471639
PAY-2026-7E298310,PERMIT-2026-2F8BAEE5,CIT-000002,1032.26,Maya,Completed,2025-10-25T15:55:39,REF2823414363718
PAY-2026-D8B7AB06,PERMIT-2026-99C657FD,CIT-000060,8291.79,Over-the-Counter,Completed,2026-05-12T17:09:58,REF9239231260432
PAY-2026-E22DB765,PERMIT-2026-AE0728C2,CIT-000227,723.14,Debit Card,Completed,2025-12-08T21:35:58,REF6093106684335
PAY-2026-F61303D8,PERMIT-2026-97E0E135,CIT-000116,5564.0,Maya,Completed,2026-01-10T20:03:26,REF6708604145456
PAY-2026-62B12197,PERMIT-2026-D4898A37,CIT-000323,1070.16,GCash,Pending,2026-04-12T00:17:12,REF3502000534749
PAY-2026-01166895,PERMIT-2026-5B6591CB,CIT-000081,388.7,Bank Transfer,Completed,2026-03-31T09:11:45,REF1624755411082
PAY-2026-0DD33FA1,PERMIT-2026-9EC33E17,CIT-000449,1138.02,Over-the-Counter,Completed,2025-12-08T05:30:54,REF5559895343961
PAY-2026-B6FCAA9E,PERMIT-2026-6BA22C0F,CIT-000510,1407.68,Over-the-Counter,Completed,2026-01-10T02:00:06,REF1291093371189
PAY-2026-188FB058,PERMIT-2026-4E093FD7,CIT-000290,3835.19,Credit Card,Completed,2026-01-12T01:19:40,REF5473820236848
PAY-2026-76B6F302,PERMIT-2026-81AEDAE1,CIT-000194,7898.97,Maya,Completed,2026-06-28T19:52:12,REF5571617688029
PAY-2026-860D8549,PERMIT-2026-63E8A85C,CIT-000024,5110.31,Over-the-Counter,Completed,2026-06-05T00:15:11,REF4240903678812
PAY-2026-5189A108,PERMIT-2026-DCAE3F3B,CIT-000445,1061.69,GCash,Completed,2026-02-03T17:09:06,REF7868669432029
PAY-2026-5DC698DC,PERMIT-2026-4388A703,CIT-000308,1111.82,GCash,Completed,2025-10-14T16:46:30,REF3908788443448
PAY-2026-DEB508A9,PERMIT-2026-E82B91A5,CIT-000114,4593.3,Credit Card,Completed,2026-02-04T07:33:23,REF1230834024240
PAY-2026-97B22A6C,PERMIT-2026-CD5FD115,CIT-000045,3430.59,Maya,Completed,2026-06-16T13:25:02,REF3381059551842
PAY-2026-D25C772F,PERMIT-2026-9CFF967A,CIT-000227,1867.64,Maya,Completed,2025-11-21T21:19:44,REF6945005342408
PAY-2026-8566D57F,PERMIT-2026-CD246CE7,CIT-000113,5129.22,Bank Transfer,Completed,2026-04-19T05:16:19,REF9164983735439
PAY-2026-71CB5F99,PERMIT-2026-FC6D51E4,CIT-000008,7729.98,Over-the-Counter,Completed,2026-04-22T04:56:04,REF6273652717272
PAY-2026-6FB62714,PERMIT-2026-07AC59FA,CIT-000258,2142.47,Credit Card,Completed,2026-03-22T01:25:00,REF2397240422693
PAY-2026-13F37485,PERMIT-2026-FAE4B220,CIT-000105,2923.5,Debit Card,Completed,2025-11-28T02:35:52,REF1216376182091
PAY-2026-D3351F30,PERMIT-2026-829FDECE,CIT-000211,4112.92,Credit Card,Completed,2026-04-07T00:23:23,REF6601002314290
PAY-2026-CE781701,PERMIT-2026-6D9606DC,CIT-000018,1575.55,GCash,Completed,2025-12-18T09:13:08,REF0185132797245
PAY-2026-E05C0532,PERMIT-2026-97A6E828,CIT-000040,158.4,Maya,Completed,2025-10-28T07:22:18,REF7230848100184
PAY-2026-84349507,PERMIT-2026-AFABCC50,CIT-000324,4886.68,Credit Card,Completed,2026-02-14T05:52:10,REF1862030366254
PAY-2026-A89EE1B9,PERMIT-2026-92DF4870,CIT-000515,1546.99,Maya,Completed,2025-12-30T03:30:36,REF3617213145195
PAY-2026-569CE90F,PERMIT-2026-BAD2E1BA,CIT-000290,6862.5,Credit Card,Completed,2026-01-12T12:00:27,REF1510922685926
PAY-2026-F8A6EB54,PERMIT-2026-1379B4DE,CIT-000120,2298.78,Debit Card,Completed,2026-03-20T23:55:23,REF2494514754102
PAY-2026-D0D840BD,PERMIT-2026-5DDD9236,CIT-000412,7061.71,Credit Card,Completed,2026-05-20T09:48:41,REF2526771196421
PAY-2026-D487937A,PERMIT-2026-C69E807C,CIT-000276,7305.58,Over-the-Counter,Completed,2026-05-14T01:15:42,REF5226557676952
PAY-2026-00FC9026,PERMIT-2026-EE0A9D1F,CIT-000146,4486.23,Bank Transfer,Completed,2026-06-04T10:13:17,REF3668788788361
PAY-2026-721F7692,PERMIT-2026-A2EB699D,CIT-000443,5655.71,Maya,Completed,2025-10-04T13:22:00,REF9689313503058
PAY-2026-33C59536,PERMIT-2026-B300DBCE,CIT-000370,4972.83,Bank Transfer,Failed,2026-02-06T18:26:49,REF7210552472863
PAY-2026-1BC6C785,PERMIT-2026-C1329669,CIT-000126,6365.45,Maya,Pending,2025-11-26T08:54:41,REF3302126065019
PAY-2026-667BCB52,PERMIT-2026-955E43C3,CIT-000501,1051.23,Credit Card,Pending,2025-09-10T21:35:52,REF1792025213109
PAY-2026-F43EDE44,PERMIT-2026-BF5CBCA0,CIT-000473,1610.85,Bank Transfer,Completed,2026-02-04T19:47:04,REF6227284765704
PAY-2026-AE3247D2,PERMIT-2026-9AEB4F7B,CIT-000109,5069.38,Credit Card,Completed,2026-01-13T02:45:11,REF1200928206678
PAY-2026-03579099,PERMIT-2026-002E73C3,CIT-000516,4492.65,Credit Card,Completed,2026-06-29T03:52:35,REF4984362418623
PAY-2026-C456E70D,PERMIT-2026-B95F40BF,CIT-000145,6791.03,Over-the-Counter,Failed,2026-06-06T11:41:23,REF6903628917756
PAY-2026-C11EA58A,PERMIT-2026-23D91DB4,CIT-000433,1070.09,GCash,Completed,2025-09-17T15:30:17,REF6205634111595
PAY-2026-0845288F,PERMIT-2026-69AADAC2,CIT-000285,5835.71,Over-the-Counter,Failed,2026-05-08T07:47:43,REF0342811390438
PAY-2026-95DEDC99,PERMIT-2026-5E46740A,CIT-000318,4214.99,GCash,Completed,2026-01-14T08:10:05,REF3034199097005
PAY-2026-A01F0E3E,PERMIT-2026-3112A82A,CIT-000415,491.96,Credit Card,Completed,2026-02-24T19:14:35,REF1405468356521
PAY-2026-66F0B9F7,PERMIT-2026-8ED21074,CIT-000278,4227.86,GCash,Completed,2025-09-29T03:56:51,REF5681820967904
PAY-2026-36E7AEE6,PERMIT-2026-99BFF7DE,CIT-000391,2249.47,Credit Card,Pending,2025-11-03T23:42:01,REF2271133228898
PAY-2026-A026F6ED,PERMIT-2026-B7E34C7A,CIT-000056,8153.68,Over-the-Counter,Completed,2026-06-12T17:59:32,REF5725459606339
PAY-2026-3C8FE94B,PERMIT-2026-5ED3A826,CIT-000289,2410.09,Bank Transfer,Completed,2025-12-23T20:14:15,REF9129710248171
PAY-2026-39385343,PERMIT-2026-9A9EDA48,CIT-000453,1977.46,Debit Card,Failed,2026-01-06T17:41:48,REF7524214955112
PAY-2026-F4D18C90,PERMIT-2026-E5828B87,CIT-000293,5469.32,Debit Card,Completed,2025-11-20T00:08:04,REF7474721970546
PAY-2026-BD1FFB95,PERMIT-2026-49629EE6,CIT-000270,7833.62,Over-the-Counter,Completed,2026-04-07T10:17:26,REF6927589551687
PAY-2026-55D511A1,PERMIT-2026-3270596A,CIT-000215,7464.04,Over-the-Counter,Completed,2026-03-13T11:14:32,REF4090380214629
PAY-2026-2928F713,PERMIT-2026-6F8C4950,CIT-000457,1283.02,Over-the-Counter,Completed,2026-01-23T14:31:39,REF6136715778711
PAY-2026-01DB87F5,PERMIT-2026-07AC59FA,CIT-000258,2632.74,Bank Transfer,Completed,2026-03-20T10:25:00,REF2166365155973
PAY-2026-55CEBE00,PERMIT-2026-C7B9AFF0,CIT-000074,6683.09,Debit Card,Completed,2026-05-19T05:34:58,REF7147082723590
PAY-2026-296DD0C4,PERMIT-2026-B1906B2E,CIT-000505,5946.01,Over-the-Counter,Failed,2025-09-13T17:50:19,REF9605673030644
PAY-2026-04430B67,PERMIT-2026-FAEFD00D,CIT-000105,3107.52,Debit Card,Completed,2026-04-16T01:47:03,REF2121461476834
PAY-2026-3C96AA40,PERMIT-2026-A2EB699D,CIT-000443,381.07,Over-the-Counter,Completed,2025-10-05T04:22:00,REF2016542356778
PAY-2026-68A16B20,PERMIT-2026-F8CD6EAF,CIT-000179,6461.4,Over-the-Counter,Pending,2025-12-02T15:52:22,REF2659608931992
PAY-2026-BDA23D63,PERMIT-2026-B811B256,CIT-000469,4426.93,Maya,Completed,2025-10-13T20:56:01,REF5502727516480
PAY-2026-DB9E1EEC,PERMIT-2026-E1C35429,CIT-000325,6457.05,Debit Card,Completed,2026-02-02T05:55:36,REF7279103368296
PAY-2026-D9CE56A3,PERMIT-2026-7381DB60,CIT-000271,6892.47,Over-the-Counter,Completed,2025-10-30T03:27:54,REF3533905504481
PAY-2026-4B9D8DF5,PERMIT-2026-797B57B3,CIT-000292,606.68,Bank Transfer,Completed,2026-06-17T15:15:37,REF7766558685127
PAY-2026-7B2B448B,PERMIT-2026-BB9E0490,CIT-000480,4871.45,Bank Transfer,Completed,2025-12-25T02:22:01,REF6528928664649
PAY-2026-3E01F577,PERMIT-2026-29DB225B,CIT-000208,6332.95,Bank Transfer,Completed,2025-12-14T16:29:14,REF1111096179817
PAY-2026-A67FD698,PERMIT-2026-8C90AC10,CIT-000410,1862.29,Maya,Completed,2026-01-25T09:32:44,REF8904633786137
PAY-2026-F1011D3D,PERMIT-2026-EF57C2F1,CIT-000002,2016.59,Bank Transfer,Completed,2026-01-07T11:00:47,REF1576605384444
PAY-2026-7CFEF440,PERMIT-2026-74470B49,CIT-000342,5395.8,Bank Transfer,Refunded,2026-01-23T00:07:54,REF6306000258955
PAY-2026-BB2574E7,PERMIT-2026-7381DB60,CIT-000271,5357.59,Maya,Completed,2025-10-30T05:27:54,REF2963863960962
PAY-2026-29D99BB3,PERMIT-2026-99BFF7DE,CIT-000391,5191.65,GCash,Completed,2025-11-04T05:42:01,REF6265826312819
PAY-2026-CD338D4E,PERMIT-2026-C4F201E7,CIT-000296,1015.12,GCash,Completed,2026-07-04T21:44:41,REF6482531106092
PAY-2026-95C9666A,PERMIT-2026-DD85F249,CIT-000487,614.7,GCash,Completed,2025-11-10T03:06:20,REF0981960275233
PAY-2026-0E3A2544,PERMIT-2026-E7808A4E,CIT-000043,6999.26,Over-the-Counter,Completed,2025-10-16T11:47:19,REF4383640412091
PAY-2026-72C59203,PERMIT-2026-34A5B97C,CIT-000033,5303.27,Debit Card,Completed,2025-11-03T04:59:13,REF1791124421175
PAY-2026-9322AEA3,PERMIT-2026-1CFA6583,CIT-000499,1333.08,Bank Transfer,Completed,2026-01-15T08:54:41,REF3617061713665
PAY-2026-22BED2F1,PERMIT-2026-26159AEA,CIT-000480,6342.9,Over-the-Counter,Completed,2025-10-17T12:42:50,REF7224029901557
PAY-2026-64B349CE,PERMIT-2026-AB4340A0,CIT-000428,2566.9,GCash,Failed,2026-04-01T01:09:27,REF9980284139080
PAY-2026-7F255089,PERMIT-2026-25559459,CIT-000504,5725.29,Debit Card,Completed,2025-10-14T12:08:07,REF8823513052312
PAY-2026-B13CF8D1,PERMIT-2026-D4898A37,CIT-000323,3631.09,Debit Card,Completed,2026-04-11T06:17:12,REF4473158477686
PAY-2026-8296A56E,PERMIT-2026-FDE9C6E3,CIT-000138,1153.06,Debit Card,Completed,2025-09-21T04:12:01,REF3423461994237
PAY-2026-642EC639,PERMIT-2026-67B92F74,CIT-000285,5536.66,Bank Transfer,Completed,2026-05-22T07:24:47,REF6769459196639
PAY-2026-78B54ABC,PERMIT-2026-0D193E22,CIT-000380,8189.35,Debit Card,Pending,2025-09-26T05:01:52,REF5517208496498
PAY-2026-F9C82526,PERMIT-2026-5DDD9236,CIT-000412,226.15,Maya,Completed,2026-05-21T02:48:41,REF5601256253135
PAY-2026-5BFB5266,PERMIT-2026-C7ED0B4F,CIT-000215,3062.76,Bank Transfer,Completed,2025-12-02T16:20:11,REF5251050537953
PAY-2026-A1834A15,PERMIT-2026-5D4A0751,CIT-000263,1607.05,Maya,Completed,2026-06-28T01:15:59,REF8164938318491
PAY-2026-D1E65002,PERMIT-2026-1E1BCE60,CIT-000490,6121.77,Maya,Completed,2026-01-04T07:01:31,REF9665533077046
PAY-2026-A27076F2,PERMIT-2026-67B92F74,CIT-000285,719.55,Bank Transfer,Completed,2026-05-23T06:24:47,REF1172959639040
PAY-2026-1F0830B9,PERMIT-2026-DCFBB007,CIT-000493,5652.41,Over-the-Counter,Completed,2025-10-07T22:41:00,REF9074260880501
PAY-2026-4D4B2671,PERMIT-2026-DD7753E3,CIT-000456,4537.37,Maya,Completed,2026-01-30T19:51:22,REF7164455618579
PAY-2026-F222C7A5,PERMIT-2026-C93D5EF7,CIT-000207,5305.92,Debit Card,Completed,2026-01-02T11:11:06,REF0647715910300
PAY-2026-E28CB028,PERMIT-2026-B1B8A53F,CIT-000042,1479.15,GCash,Completed,2025-12-04T07:41:57,REF2156321358004
PAY-2026-767B4740,PERMIT-2026-94806B41,CIT-000216,4128.05,Maya,Refunded,2026-06-21T18:01:32,REF0104145964229
PAY-2026-ADD1FC86,PERMIT-2026-902B7981,CIT-000416,7663.28,Maya,Completed,2025-11-19T11:58:35,REF7125296718839
PAY-2026-DDE2787D,PERMIT-2026-129B2F3E,CIT-000047,7851.84,GCash,Completed,2026-03-19T09:01:04,REF7745731441583
PAY-2026-1B65E1E5,PERMIT-2026-59B2D94D,CIT-000403,7220.8,GCash,Completed,2026-02-28T13:36:05,REF3117030376371
PAY-2026-6419F2B3,PERMIT-2026-2BA54E65,CIT-000218,5421.31,GCash,Pending,2026-03-05T21:05:40,REF5398854728123
PAY-2026-14F0FCAD,PERMIT-2026-F9561CD7,CIT-000379,5984.36,Debit Card,Completed,2026-04-23T01:12:27,REF5679836314624
PAY-2026-CA51BE87,PERMIT-2026-6F8C4950,CIT-000457,2258.33,Debit Card,Completed,2026-01-23T10:31:39,REF9127113072407
PAY-2026-225B5661,PERMIT-2026-CD0BFFAE,CIT-000258,6346.99,Debit Card,Completed,2026-01-16T18:00:32,REF8754181563268
PAY-2026-2703DB7E,PERMIT-2026-42274AC1,CIT-000015,5010.6,Bank Transfer,Failed,2026-06-23T13:46:40,REF6850745106634
PAY-2026-08A33F7C,PERMIT-2026-12D3CCAB,CIT-000257,427.55,Maya,Pending,2025-09-24T07:13:01,REF3629489786103
PAY-2026-2E9C0B89,PERMIT-2026-C1329669,CIT-000126,4895.26,GCash,Completed,2025-11-26T21:54:41,REF1310094318143
PAY-2026-A358063A,PERMIT-2026-9B4E1B3E,CIT-000110,7100.56,Over-the-Counter,Completed,2026-02-09T10:44:08,REF9666134732354
PAY-2026-969648F6,PERMIT-2026-B1EA986F,CIT-000402,3126.65,Over-the-Counter,Pending,2026-01-18T09:02:51,REF9401289743251
PAY-2026-B797A713,PERMIT-2026-48356ED3,CIT-000135,3719.72,Debit Card,Pending,2026-04-21T05:51:59,REF2257207650241
PAY-2026-E430E15C,PERMIT-2026-C3F82137,CIT-000366,6682.93,Credit Card,Completed,2026-01-13T01:15:11,REF2095790737100
PAY-2026-CC6A186B,PERMIT-2026-0429890E,CIT-000221,579.85,Over-the-Counter,Completed,2026-03-20T06:07:46,REF9438822114577
PAY-2026-5D3E55A2,PERMIT-2026-BB127283,CIT-000486,7850.98,Credit Card,Completed,2026-03-21T09:19:53,REF5847457054589
PAY-2026-4D5C46F8,PERMIT-2026-FAEFD00D,CIT-000105,7434.9,Maya,Failed,2026-04-15T00:47:03,REF7148026325703
PAY-2026-05A0639A,PERMIT-2026-45248F51,CIT-000424,4954.22,Over-the-Counter,Failed,2025-11-13T19:40:30,REF9653136148782
PAY-2026-C49DADEC,PERMIT-2026-B1EA986F,CIT-000402,3483.48,GCash,Completed,2026-01-18T06:02:51,REF4556964430985
PAY-2026-31426011,PERMIT-2026-4388A703,CIT-000308,4082.67,Credit Card,Completed,2025-10-15T15:46:30,REF9167954107272
PAY-2026-FC73E2B9,PERMIT-2026-2CCEC509,CIT-000229,3668.74,Maya,Completed,2026-03-28T20:05:27,REF8498247414070
PAY-2026-DAD487A3,PERMIT-2026-74693C03,CIT-000183,1855.35,Bank Transfer,Completed,2026-03-12T19:58:33,REF3491074065004
PAY-2026-FFC362D2,PERMIT-2026-AF89DD21,CIT-000505,4271.19,Over-the-Counter,Pending,2026-05-05T10:26:21,REF2548821423691
PAY-2026-4674E126,PERMIT-2026-68FBFCC5,CIT-000421,8341.82,Debit Card,Completed,2025-09-18T01:22:10,REF4307536661449
PAY-2026-13EE3D29,PERMIT-2026-9A9EDA48,CIT-000453,4147.74,Maya,Completed,2026-01-07T10:41:48,REF4296592342683
PAY-2026-53D29A25,PERMIT-2026-002E73C3,CIT-000516,447.26,Over-the-Counter,Completed,2026-06-27T20:52:35,REF4414978266128
PAY-2026-0C61E920,PERMIT-2026-32F549B9,CIT-000500,4137.9,Maya,Completed,2025-12-08T14:40:32,REF7585756766708
PAY-2026-992B4ABD,PERMIT-2026-CADFC7FE,CIT-000005,6609.67,Maya,Completed,2025-12-18T20:51:20,REF0612943985298
PAY-2026-9B7670BB,PERMIT-2026-FF7CD7F0,CIT-000460,5858.02,GCash,Completed,2025-11-07T01:46:32,REF9406260787010
PAY-2026-55734047,PERMIT-2026-F606FB86,CIT-000293,6543.44,Bank Transfer,Completed,2025-11-24T01:19:34,REF4159149750198
PAY-2026-A0905836,PERMIT-2026-DB932115,CIT-000476,1300.38,Debit Card,Completed,2025-11-18T09:32:39,REF0382872324407
PAY-2026-37271483,PERMIT-2026-1261F58B,CIT-000248,1766.94,Debit Card,Pending,2026-01-05T09:06:10,REF9311029181331
PAY-2026-F5FAA0C5,PERMIT-2026-5EFE5C21,CIT-000304,918.12,GCash,Completed,2026-02-21T09:51:14,REF7087601467238
PAY-2026-AEA40BB4,PERMIT-2026-AFABCC50,CIT-000324,7441.69,Maya,Completed,2026-02-14T04:52:10,REF4979162022328
PAY-2026-2F0AAF71,PERMIT-2026-36FE2D03,CIT-000027,1208.08,Maya,Completed,2026-02-09T17:34:55,REF8377441975466
PAY-2026-DCEB3C59,PERMIT-2026-8D307F85,CIT-000134,5180.17,Maya,Refunded,2026-04-28T00:47:19,REF1766204719609
PAY-2026-B3848C22,PERMIT-2026-CA9CC5DE,CIT-000320,3471.79,Bank Transfer,Completed,2026-05-03T02:36:15,REF4097052774025
PAY-2026-005CC876,PERMIT-2026-36FE2D03,CIT-000027,2239.16,Over-the-Counter,Completed,2026-02-09T18:34:55,REF8835868122595
PAY-2026-67448848,PERMIT-2026-3B8CACAA,CIT-000107,3853.57,Credit Card,Failed,2026-06-10T08:19:41,REF7244617679298
PAY-2026-8285E3CC,PERMIT-2026-2A050509,CIT-000433,2189.12,Credit Card,Completed,2026-04-18T17:45:41,REF8425995996100
